FISH PHYSIOLOGY AND BIOCHEMISTRY,0920-1742,1573-5168,,,,,
FOREST PATHOLOGY,1437-4781,1439-0329,,,,,
FORESTS,,1999-4907,,,,,
FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X,2296-701X,,,,,
FRONTIERS IN MARINE SCIENCE,,2296-7745,,,,,
FUNDAMENTAL AND APPLIED LIMNOLOGY,1863-9135,1863-9135,,,,,
INTERNATIONAL JOURNAL FOR PARASITOLOGY,0020-7519,1879-0135,,,,,
JOURNAL OF EXPERIMENTAL BOTANY,0022-0957,1460-2431,,,,,
JOURNAL OF EXPERIMENTAL ZOOLOGY PART A: ECOLOGICAL GENETICS AND PHYSIOLOGY,,,,,,,
JOURNAL OF FISH DISEASES,0140-7775,1365-2761,,,,,
JOURNAL OF FISH AND WILDLIFE MANAGEMENT,1944-687X,1944-687X,,,,,
JOURNAL OF MARINE SYSTEMS,0924-7963,1879-1573,,,,,
JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,,,,
JOURNAL OF THEORETICAL BIOLOGY,0022-5193,1095-8541,,,,,
JOURNAL OF ZOO AND WILDLIFE MEDICINE,1042-7260,1937-2825,,,,,
MARINE POLICY,,,,,,,
METHODS IN ECOLOGY AND EVOLUTION,2041-210X,2041-2096,,,,,
MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,1381-2386,1573-1596,,,,,
MYCORRHIZA,0940-6360,1432-1890,,,,,
NEW ZEALAND JOURNAL OF BOTANY,0028-825X,1175-8643,,,,,
NOVA HEDWIGIA,0029-5035,2363-7188,,,,,
OCEANOGRAPHY,1042-8275,1042-8275,,,,,
OPHELIA,,,,,,,
ORNITHOLOGICAL SCIENCE,1347-0558,1347-0558,,,,,
PALEOBIOLOGY,0094-8373,1938-5331,,,,,
PEERJ,2167-8359,2167-8359,,,,,
"PERSPECTIVES IN PLANT ECOLOGY, EVOLUTION AND SYSTEMATICS",,,,,,,
PHYTOCHEMISTRY,0031-9422,1873-3700,,,,,
PLANT DISEASE,0191-2917,1943-7692,,,,,
PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,0013-8797,0013-8797,,,,,
"RECORDS OF THE WESTERN AUSTRALIAN MUSEUM, SUPPLEMENT",,,,,,,
RIVER RESEARCH AND APPLICATIONS,1535-1459,1535-1467,,,,,
ROYAL SOCIETY OPEN SCIENCE,2054-5703,2054-5703,,,,,
"SIL PROCEEDINGS, 1922-2010",,,,,,,
SCIENCE EDUCATION,,,,,,,
URBAN ECOSYSTEMS,1083-8155,1573-1642,,,,,
VETERINARY RECORD,0042-4900,2042-7670,,,,,
WATER QUALITY RESEARCH JOURNAL,2709-8044,2709-8052,,,,,
WEED TECHNOLOGY,0890-037X,1550-2740,,,,,
ZEITSCHRIFT FÜR TIERPSYCHOLOGIE,,,,,,,
ZOOLOGICA SCRIPTA,0300-3256,1463-6409,,,,,
ACTA BOTANICA NEERLANDICA,,,,,,,
AMERICAN JOURNAL OF VETERINARY RESEARCH,0002-9645,1943-5681,,,,,
AMERICAN MUSEUM NOVITATES,0003-0082,1937-352X,,,,,
ANNUAL REVIEW OF MARINE SCIENCE,1941-1405,1941-0611,,,,,
APPLIED GEOGRAPHY,,,,,,,
AQUACULTURE RESEARCH,1355-557X,1365-2109,,,,,
AQUATIC ECOLOGY,1386-2588,1573-5125,,,,,
AQUATIC INVASIONS,1798-6540,1818-5487,,,,,
ATMOSPHERE-OCEAN,0705-5900,1480-9214,,,,,
AUSTRAL ECOLOGY,1442-9985,1442-9993,,,,,
AVIAN DISEASES,0005-2086,1938-4351,,,,,
BIOCONTROL,1386-6141,1573-8248,,,,,
BULLETIN OF ENTOMOLOGICAL RESEARCH,0007-4853,1475-2670,,,,,
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS/REVUE CANADIENNE D'AGROECONOMIE,,,,,,,
CANADIAN JOURNAL OF REMOTE SENSING,0703-8992,1712-7971,,,,,
CANADIAN JOURNAL OF SOIL SCIENCE,0008-4271,1918-1841,,,,,
CHECK LIST,,,,,,,
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY PART A: MOLECULAR & INTEGRATIVE PHYSIOLOGY,,,,,,,
CROP PROTECTION,0261-2194,1873-6904,,,,,
CRUSTACEANA,0011-216X,1568-5403,,,,,
DEEP SEA RESEARCH PART I: OCEANOGRAPHIC RESEARCH PAPERS,,,,,,,
ENVIRONMENTAL RESEARCH,0013-9351,1096-0953,,,,,
"ESTUARINE, COASTAL AND SHELF SCIENCE",,,,,,,
FLORA,0367-2530,1618-0585,,,,,
FOLIA GEOBOTANICA,1211-9520,1874-9348,,,,,
FRESHWATER MOLLUSK BIOLOGY AND CONSERVATION,,,,,,,
FRESHWATER SCIENCE,2161-9549,2161-9565,,,,,
GEOLOGICAL SOCIETY OF AMERICA BULLETIN,0016-7606,1943-2674,,,,,
HARVARD PAPERS IN BOTANY,,,,,,,
JOURNAL OF APPLIED ENTOMOLOGY,0931-2048,1439-0418,,,,,
JOURNAL OF COASTAL CONSERVATION,1400-0350,1874-7841,,,,,
JOURNAL OF NATURAL HISTORY,0022-2933,1464-5262,,,,,
JOURNAL OF PHYCOLOGY,,1529-8817,,,,,
MADROÑO,,,,,,,
MAINE NATURALIST,,,,,,,
MAMMALIAN BIOLOGY,1616-5047,1618-1476,,,,,
MISSOURI BOTANICAL GARDEN ANNUAL REPORT,,,,,,,
NATURWISSENSCHAFTEN,,,,,,,
NETHERLANDS JOURNAL OF SEA RESEARCH,,,,,,,
PLANT PHYSIOLOGY,0032-0889,1532-2548,,,,,
PARASITOLOGY RESEARCH,0932-0113,1432-1955,,,,,
PHYSICAL GEOGRAPHY,0272-3646,1930-0557,,,,,
PLANT BIOLOGY,1435-8603,1438-8677,,,,,
PLANT PATHOLOGY,,1365-3059,,,,,
PLANT SIGNALING & BEHAVIOR,1559-2316,1559-2324,,,,,
PROCEEDINGS OF THE AMERICAN ACADEMY OF ARTS AND SCIENCES,,,,,,,
QUATERNARY SCIENCE REVIEWS,0277-3791,1873-457X,,,,,
SYSTEMATICS AND BIODIVERSITY,1477-2000,1478-0933,,,,,
JOURNAL OF ISLAND AND COASTAL ARCHAEOLOGY,,,,,,,
AGRONOMY JOURNAL,0002-1962,1435-0645,,,,,
ALISO,,,,,,,
ANIMAL MIGRATION,,,,,,,
ANNALS OF GLACIOLOGY,0260-3055,1727-5644,,,,,
ANNUAL REVIEW OF FISH DISEASES,,,,,,,
APPLIED AND ENVIRONMENTAL MICROBIOLOGY,0099-2240,1098-5336,,,,,
ARBORICULTURE &AMP; URBAN FORESTRY,,,,,,,
ARCHIV FÜR HYDROBIOLOGIE,,,,,,,
ARCTIC ANTHROPOLOGY,,,,,,,
ARCTOA,,,,,,,
AUSTRALIAN JOURNAL OF ECOLOGY,,,,,,,
BMC BIOLOGY,,1741-7007,,,,,
BIOLOGY OF REPRODUCTION,0006-3363,1529-7268,,,,,
BIOMETRIKA,0006-3444,1464-3510,,,,,
BOREAS,0300-9483,1502-3885,,,,,
BOTANICA ACTA,,,,,,,
"BRAIN, BEHAVIOR AND EVOLUTION",,,,,,,
CANADIAN JOURNAL OF PUBLIC HEALTH,,,,,,,
CASTANEA,0008-7475,1938-4386,,,,,
CHESAPEAKE SCIENCE,,,,,,,
COASTAL MANAGEMENT,0892-0753,1521-0421,,,,,
"CRYPTOGAMIE, BRYOLOGIE",,,,,,,
CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,1877-3435,1877-3443,,,,,
DIATOM RESEARCH,0269-249X,2159-8347,,,,,
EARTH SURFACE PROCESSES AND LANDFORMS,,1096-9837,,,,,
ECOLOGICAL ECONOMICS,0921-8009,1873-6106,,,,,
ECOLOGICAL ENGINEERING,0925-8574,1872-6992,,,,,
ECOLOGICAL RESTORATION,1543-4060,1543-4079,,,,,
EMU - AUSTRAL ORNITHOLOGY,,,,,,,
ENVIRONMENTAL GEOLOGY,,,,,,,
ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,,,,,,,
EUROPEAN JOURNAL OF FOREST RESEARCH,1612-4669,1612-4677,,,,,
EXPERIMENTAL PARASITOLOGY,0014-4894,1090-2449,,,,,
FIRE ECOLOGY,1933-9747,1933-9747,,,,,
FISHERIES SCIENCE,0919-9268,1444-2906,,,,,
FORESTRY,0015-752X,1464-3626,,,,,
FUNGAL BIOLOGY,1878-6146,1878-6162,,,,,
GEOLOGY,0091-7613,1943-2682,,,,,
GLOBAL ENVIRONMENTAL CHANGE,,,,,,,
GREAT PLAINS RESEARCH,,,,,,,
HEREDITAS,1601-5223,1601-5223,,,,,
HORTTECHNOLOGY,1063-0198,1943-7714,,,,,
INSECT CONSERVATION AND DIVERSITY,1752-458X,1752-4598,,,,,
INTERNATIONAL JOURNAL OF REMOTE SENSING,0143-1161,1366-5901,,,,,
INTERNATIONAL JOURNAL OF WILDLAND FIRE,1049-8001,1448-5516,,,,,
ISRAEL JOURNAL OF PLANT SCIENCES,0792-9978,2223-8980,,,,,
JOURNAL OF APICULTURAL RESEARCH,0021-8839,2078-6913,,,,,
JOURNAL OF APPLIED METEOROLOGY AND CLIMATOLOGY,1558-8424,1558-8432,,,,,
JOURNAL OF AQUATIC ANIMAL HEALTH,0899-7659,1548-8667,,,,,
JOURNAL OF COMPARATIVE PATHOLOGY,0021-9975,1532-3129,,,,,
JOURNAL OF COMPARATIVE PHYSIOLOGY A,,,,,,,
JOURNAL OF COMPARATIVE PSYCHOLOGY,0735-7036,1939-2087,,,,,
JOURNAL OF ETHNOBIOLOGY,0278-0771,2162-4496,,,,,
JOURNAL OF ETHOLOGY,0289-0771,1439-5444,,,,,
JOURNAL OF INFECTIOUS DISEASES,0022-1899,1537-6613,,,,,
JOURNAL OF LIMNOLOGY,1129-5767,1723-8633,,,,,
JOURNAL OF MARINE RESEARCH,,,,,,,
JOURNAL OF MEDICAL ENTOMOLOGY,0022-2585,1938-2928,,,,,
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH,,,,,,,
JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION,1040-6387,1943-4936,,,,,
JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,,,,,,,
JOURNAL OF THE BIOLOGICAL BOARD OF CANADA,,,,,,,
MAMMAL STUDY,1343-4152,1348-6160,,,,,
MARINE AND COASTAL FISHERIES,1942-5120,1942-5120,,,,,
MOVEMENT ECOLOGY,2051-3933,2051-3933,,,,,
NAFO SCIENTIFIC COUNCIL STUDIES,,,,,,,
NATIVE PLANTS JOURNAL,,,,,,,
NATURE GEOSCIENCE,1752-0894,1752-0908,,,,,
OCEAN & COASTAL MANAGEMENT,0964-5691,1873-524X,,,,,
OSTRICH,0030-6525,1727-947X,,,,,
PHOTOCHEMISTRY AND PHOTOBIOLOGY,0031-8655,1751-1097,,,,,
PLANT SPECIES BIOLOGY,0913-557X,1442-1984,,,,,
"PLANT, CELL AND ENVIRONMENT",,,,,,,
PROCEEDINGS OF THE COLONIAL WATERBIRD GROUP,,,,,,,
PROCEEDINGS OF THE VERTEBRATE PEST CONFERENCE,,,,,,,
RECHERCHE EN SOINS INFIRMIERS,,,,,,,
REMOTE SENSING OF ENVIRONMENT,0034-4257,1879-0704,,,,,
RINGING & MIGRATION,,,,,,,
SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY,,,,,,,
SOUTH AFRICAN JOURNAL OF MARINE SCIENCE,,,,,,,
SYSTEMATIC BOTANY MONOGRAPHS,,,,,,,
ANATOMICAL RECORD,,,,,,,
FLORIDA ENTOMOLOGIST,0015-4040,1938-5102,,,,,
OPEN FISH SCIENCE JOURNAL,,,,,,,
THEORETICAL POPULATION BIOLOGY,0040-5809,1096-0325,,,,,
TOXICOLOGICAL SCIENCES,1096-6080,1096-0929,,,,,
TOXICON,0041-0101,1879-3150,,,,,
VETERINARY MICROBIOLOGY,0378-1135,1873-2542,,,,,
VETERINARY RESEARCH,0928-4249,1297-9716,,,,,
WATER RESEARCH,0043-1354,1879-2448,,,,,
WATER SCIENCE AND TECHNOLOGY,0273-1223,1996-9732,,,,,
WESTERN JOURNAL OF APPLIED FORESTRY,,,,,,,
WETLANDS ECOLOGY AND MANAGEMENT,0923-4861,1572-9834,,,,,
AGRICULTURAL AND FOREST ENTOMOLOGY,1461-9555,1461-9563,,,,,
AMERICAN ANTHROPOLOGIST,,,,,,,
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,1931-857X,1522-1466,,,,,
ANIMAL BIOTELEMETRY,,2050-3385,,,,,
ANIMAL REPRODUCTION SCIENCE,0378-4320,1873-2232,,,,,
ANNALES ZOOLOGICI FENNICI,0003-455X,1797-2450,,,,,
ANNALS AND MAGAZINE OF NATURAL HISTORY,,,,,,,
ANNALS OF APPLIED BIOLOGY,0003-4746,1744-7348,,,,,
ANNALS OF THE LYCEUM OF NATURAL HISTORY OF NEW YORK,,,,,,,
ANTHROPOLOGICA,,,,,,,
AQUATIC BIOLOGY,1864-7790,1864-7782,,,,,
AQUATIC BIOSYSTEMS,,,,,,,
ARCTIC SCIENCE,,2368-7460,,,,,
ARTHROPOD-PLANT INTERACTIONS,1872-8855,1872-8847,,,,,
ATMOSPHERIC ENVIRONMENT,1352-2310,1873-2844,,,,,
AUSTRALIAN JOURNAL OF BOTANY,0067-1924,1444-9862,,,,,
AUSTRALIAN JOURNAL OF ENTOMOLOGY,,,,,,,
BIOACOUSTICS,,,,,,,
BIOCHEMICAL GENETICS,0006-2928,1573-4927,,,,,
BIOGEOCHEMISTRY,0168-2563,1573-515X,,,,,
BIOLOGY,,,,,,,
BIOPHYSICAL JOURNAL,0006-3495,1542-0086,,,,,
BOLLETINO DI ZOOLOGIA,,,,,,,
BULLETIN FRANÇAIS DE LA PÊCHE ET DE LA PISCICULTURE,,,,,,,
CANADIAN JOURNAL OF ANIMAL SCIENCE,0008-3984,1918-1825,,,,,
CANADIAN JOURNAL OF CIVIL ENGINEERING,0315-1468,1208-6029,,,,,
CANADIAN JOURNAL OF MICROBIOLOGY,0008-4166,1480-3275,,,,,
CELL AND TISSUE RESEARCH,0302-766X,1432-0878,,,,,
CHROMOSOMA,0009-5915,1432-0886,,,,,
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY PART B: COMPARATIVE BIOCHEMISTRY,,,,,,,
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY PART D: GENOMICS AND PROTEOMICS,,,,,,,
COMPARATIVE PARASITOLOGY,1525-2647,1938-2952,,,,,
CROP SCIENCE,0011-183X,1435-0653,,,,,
DÉVELOPPEMENT DURABLE ET TERRITOIRES,,,,,,,
EDIS,,,,,,,
EL HORNERO,,,,,,,
ENTOMOPHAGA,,,,,,,
ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,1382-6689,1872-7077,,,,,
ESTUARIES AND COASTS,1559-2723,1559-2731,,,,,
ESTUARINE AND COASTAL MARINE SCIENCE,,,,,,,
EUROPEAN JOURNAL OF ENTOMOLOGY,,1802-8829,,,,,
FEDDES REPERTORIUM,,,,,,,
FOLIA GEOBOTANICA ET PHYTOTAXONOMICA,,,,,,,
FOREST SCIENCE,0015-749X,1938-3738,,,,,
FUNCTIONAL PLANT BIOLOGY,1445-4408,1445-4416,,,,,
FUNGAL ECOLOGY,1754-5048,1878-0083,,,,,
GASTROENTEROLOGY,0016-5085,1528-0012,,,,,
GEOGRAFISK TIDSSKRIFT-DANISH JOURNAL OF GEOGRAPHY,,,,,,,
GEOLOGICAL MAGAZINE,0016-7568,1469-5081,,,,,
"HSTC BULLETIN: JOURNAL OF THE HISTORY OF CANADIAN SCIENCE, TECHNOLOGY AND MEDECINE",,,,,,,
HARMFUL ALGAE,1568-9883,1878-1470,,,,,
HELGOLÄNDER MEERESUNTERSUCHUNGEN,,,,,,,
HYDROLOGY,,,,,,,
HYDROLOGY AND EARTH SYSTEM SCIENCES,1027-5606,1607-7938,,,,,
IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,1939-1404,2151-1535,,,,,
"INFECTION, GENETICS AND EVOLUTION",,,,,,,
INTEGRATIVE ZOOLOGY,1749-4877,1749-4869,,,,,
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,0964-8305,1879-0208,,,,,
INTERNATIONAL JOURNAL OF AGRICULTURAL SUSTAINABILITY,1473-5903,1747-762X,,,,,
INTERNATIONAL JOURNAL OF ENVIRONMENTAL STUDIES,,,,,,,
INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,,,,,,,
INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY,,,,,,,
INTERNATIONAL ZOO YEARBOOK,,,,,,,
JAPANESE JOURNAL OF ICHTHYOLOGY,,,,,,,
JAPANESE JOURNAL OF LIMNOLOGY (RIKUSUIGAKU ZASSHI),,,,,,,
JOURNAL FOR NATURE CONSERVATION,1617-1381,1618-1093,,,,,
JOURNAL OF APPLIED MICROBIOLOGY,1364-5072,1365-2672,,,,,
JOURNAL OF APPLIED STATISTICS,0266-4763,1360-0532,,,,,
JOURNAL OF BIOLOGICAL CHEMISTRY,0021-9258,1083-351X,,,,,
JOURNAL OF CELLULAR AND COMPARATIVE PHYSIOLOGY,,,,,,,
JOURNAL OF COMPARATIVE NEUROLOGY AND PSYCHOLOGY,,,,,,,
JOURNAL OF DAIRY SCIENCE,0022-0302,1525-3198,,,,,
JOURNAL OF ENTOMOLOGICAL SCIENCE,0749-8004,,,,,,
JOURNAL OF ENVIRONMENTAL MONITORING,,,,,,,
JOURNAL OF FOREST RESEARCH,1341-6979,1610-7403,,,,,
JOURNAL OF INSECT PHYSIOLOGY,0022-1910,1879-1611,,,,,
JOURNAL OF ORTHOPTERA RESEARCH,,,,,,,
JOURNAL OF PHYSICAL OCEANOGRAPHY,0022-3670,1520-0485,,,,,
JOURNAL OF PLANT RESEARCH,0918-9440,1618-0860,,,,,
JOURNAL OF SEA RESEARCH,1385-1101,1873-1414,,,,,
JOURNAL OF SHELLFISH RESEARCH,0730-8000,1943-6319,,,,,
JOURNAL OF STATISTICAL SOFTWARE,1548-7660,1548-7660,,,,,
"JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH, PART A",,,,,,,
JOURNAL OF TROPICAL ECOLOGY,0266-4674,1469-7831,,,,,
JOURNAL OF VETERINARY MEDICINE SERIES A,,,,,,,
JOURNAL OF VIROLOGY,0022-538X,1098-5514,,,,,
JOURNAL OF THE AMERICAN PHARMACEUTICAL ASSOCIATION (SCIENTIFIC ED.),,,,,,,
"JOURNAL OF THE LINNEAN SOCIETY OF LONDON, ZOOLOGY",,,,,,,
"LA TERRE ET LA VIE, REVUE D'HISTOIRE NATURELLE",,,,,,,
LIFE SCIENCES,0024-3205,1879-0631,,,,,
MARINE BIODIVERSITY,1867-1616,1867-1624,,,,,
MARINE BIODIVERSITY RECORDS,,,,,,,
MARINE BIOTECHNOLOGY,1436-2228,1436-2236,,,,,
MARINE GEOLOGY,0025-3227,1872-6151,,,,,
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,1023-6244,1029-0362,,,,,
MEMOIRS OF THE AMERICAN ACADEMY OF ARTS AND SCIENCES,,,,,,,
MOLECULAR AND CELLULAR ENDOCRINOLOGY,0303-7207,1872-8057,,,,,
MYCOTAXON,,,,,,,
NIPPON SUISAN GAKKAISHI,0021-5392,1349-998X,,,,,
NATURE CONSERVATION,,,,,,,
NEOBIOTA,1619-0033,1314-2488,,,,,
NOVON: A JOURNAL FOR BOTANICAL NOMENCLATURE,,,,,,,
PHYSIOLOGICAL ENTOMOLOGY,0307-6962,1365-3032,,,,,
PHYTOPATHOLOGY,0031-949X,1943-7684,,,,,
PHYTOPROTECTION,0031-9511,1710-1603,,,,,
PHYTOTAXA,1179-3155,1179-3163,,,,,
PLAINS ANTHROPOLOGIST,,,,,,,
PLANT ECOLOGY & DIVERSITY,1755-0874,1755-1668,,,,,
PLANT HEALTH PROGRESS,,,,,,,
PLANT AND SOIL,0032-079X,1573-5036,,,,,
POLAR GEOGRAPHY,,,,,,,
PROGRESS IN PHYSICAL GEOGRAPHY,,,,,,,
PSYCHONOMIC SCIENCE,,,,,,,
QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY,1470-9236,2041-4803,,,,,
REPRODUCTION,1470-1626,1741-7899,,,,,
RESPIRATION PHYSIOLOGY,,,,,,,
REVIEWS OF GEOPHYSICS,8755-1209,1944-9208,,,,,
REVISTA MEXICANA DE BIODIVERSIDAD,1870-3453,2007-8706,,,,,
REVUE SCIENTIFIQUE ET TECHNIQUE DE L'OIE,,,,,,,
SEPM JOURNAL OF SEDIMENTARY RESEARCH,,,,,,,
SCIENTIA MARINA,0214-8358,1886-8134,,,,,
SILVA FENNICA,0037-5330,2242-4075,,,,,
SMITHSONIAN HERPETOLOGICAL INFORMATION SERVICE,,,,,,,
SYSTEMATIC PARASITOLOGY,0165-5752,1573-5192,,,,,
TERRESTRIAL ARTHROPOD REVIEWS,,,,,,,
CRYOSPHERE,1994-0416,1994-0424,,,,,
JOURNAL OF MYCOLOGY,,,,,,,
OPEN ENTOMOLOGY JOURNAL,,,,,,,
OPEN MARINE BIOLOGY JOURNAL,,,,,,,
PAN-PACIFIC ENTOMOLOGIST,0031-0603,2162-0237,,,,,
THERIOGENOLOGY,0093-691X,1879-3231,,,,,
TOXICOLOGICAL & ENVIRONMENTAL CHEMISTRY,,,,,,,
TRANSACTIONS OF THE ASAE,,,,,,,
TRANSACTIONS OF THE AMERICAN MICROSCOPICAL SOCIETY,,,,,,,
TRANSACTIONS OF THE AMERICAN PHILOSOPHICAL SOCIETY,,,,,,,
TREE PHYSIOLOGY,0829-318X,1758-4469,,,,,
TREE-RING RESEARCH,1536-1098,2162-4585,,,,,
TRENDS IN PARASITOLOGY,1471-4922,1471-5007,,,,,
URBAN ECOLOGY,,,,,,,
URSUS,1537-6176,1938-5439,,,,,
VIRUS RESEARCH,0168-1702,1872-7492,,,,,
VISION RESEARCH,0042-6989,1878-5646,,,,,
YAKUGAKU ZASSHI,,,,,,,
ÉTUDES/INUIT/STUDIES,,,,,,,
AGE,,,,,,,
AIBS BULLETIN,,,,,,,
ACOUSTICS RESEARCH LETTERS ONLINE,,,,,,,
ACTA BIOTHEORETICA,0001-5342,1572-8358,,,,,
ACTA BOTANICA BRASILICA,0102-3306,1677-941X,,,,,
ACTA BOTANICA GALLICA,,,,,,,
ACTA BOTANICA MEXICANA,,2448-7589,,,,,
ACTA CHIROPTEROLOGICA,1508-1109,1733-5329,,,,,
ACTA CRYSTALLOGRAPHICA SECTION C CRYSTAL STRUCTURE COMMUNICATIONS,,,,,,,
ACTA ORNITHOLOGICA,0001-6454,1734-8471,,,,,
ACTA PHYSIOLOGICA SCANDINAVICA,,,,,,,
AEROBIOLOGIA,0393-5965,1573-3025,,,,,
AFRICAN ZOOLOGY,1562-7020,2224-073X,,,,,
ALBERTA LAW REVIEW,,,,,,,
AMERICAN JOURNAL OF ALTERNATIVE AGRICULTURE,,,,,,,
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,0002-9254,1943-7749,,,,,
AMERICAN JOURNAL OF PHYSIOLOGY-LEGACY CONTENT,,,,,,,
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,0749-3797,1873-2607,,,,,
AMERICAN JOURNAL OF SCIENCE,0002-9599,1945-452X,,,,,
AMERICAN REVIEW OF CANADIAN STUDIES,,,,,,,
AMERICAN SCIENTIST,0003-0996,1545-2786,,,,,
ANALYTICA CHIMICA ACTA,0003-2670,1873-4324,,,,,
ANIMAL BIOLOGY,1570-7555,1570-7563,,,,,
ANIMAL GENETICS,0268-9146,1365-2052,,,,,
ANNALEN DES NATURHISTORISCHEN MUSEUMS IN WIEN.,,,,,,,
ANNALES DE LA SOCIÉTÉ ENTOMOLOGIQUE DE FRANCE (N.S.),,,,,,,
ANNALS OF EUGENICS,,,,,,,
ANNALS OF HUMAN GENETICS,0003-4800,1469-1809,,,,,
ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES,0084-6597,1545-4495,,,,,
ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES,1543-5938,1545-2050,,,,,
ANNUAL REVIEW OF GENETICS,0066-4197,1545-2948,,,,,
ANNUAL REVIEW OF PHYSIOLOGY,0066-4278,1545-1585,,,,,
ANNUAL REVIEW OF PHYTOPATHOLOGY,0066-4286,1545-2107,,,,,
ANNUAL REVIEW OF PLANT BIOLOGY,1543-5008,1545-2123,,,,,
ANNUAL REVIEW OF PLANT PHYSIOLOGY AND PLANT MOLECULAR BIOLOGY,,,,,,,
ANTARCTIC SCIENCE,0954-1020,1365-2079,,,,,
ANTHROPOCENE COASTS,,,,,,,
ANTIVIRAL RESEARCH,0166-3542,1872-9096,,,,,
AOB PLANTS,2041-2851,2041-2851,,,,,
APPLICATIONS IN PLANT SCIENCES,2168-0450,2168-0450,,,,,
APPLIED ANIMAL BEHAVIOUR SCIENCE,0168-1591,1872-9045,,,,,
APPLIED ENTOMOLOGY AND ZOOLOGY,0003-6862,1347-605X,,,,,
APPLIED GEOCHEMISTRY,0883-2927,1872-9134,,,,,
APPLIED SOIL ECOLOGY,0929-1393,1873-0272,,,,,
APPLIED SPATIAL ANALYSIS AND POLICY,,,,,,,
AQUA-BIOSCIENCE MONOGRAPHS,,,,,,,
AQUATIC INSECTS,0165-0424,1744-4152,,,,,
ARCHIVES OF NATURAL HISTORY,0260-9541,1755-6260,,,,,
ARDEA,0373-2266,2213-1175,,,,,
ARQUIVOS DE ZOOLOGIA,,,,,,,
ASTER,,,,,,,
ATMOSPHERIC CHEMISTRY AND PHYSICS,1680-7316,1680-7324,,,,,
AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH,,,,,,,
AUSTRALIAN JOURNAL OF CHEMISTRY,0004-9425,1445-0038,,,,,
AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE,,,,,,,
BIOS,,,,,,,
BMC GENETICS,,,,,,,
BMC VETERINARY RESEARCH,,1746-6148,,,,,
BEHAVIORAL AND BRAIN SCIENCES,0140-525X,1469-1825,,,,,
BEHAVIOURAL PROCESSES,0376-6357,1872-8308,,,,,
BIJDRAGEN TOT DE DIERKUNDE,,,,,,,
BIOESSAYS,0265-9247,1521-1878,,,,,
BIOCHIMICA ET BIOPHYSICA ACTA (BBA) - GENERAL SUBJECTS,,,,,,,
BIOCONTROL SCIENCE AND TECHNOLOGY,0958-3157,1360-0478,,,,,
BIODIVERSITY DATA JOURNAL,1314-2836,1314-2828,,,,,
BIOGEOSCIENCES,1726-4170,1726-4189,,,,,
BIOLOGICAL REVIEWS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,,,,,,,
BIOLOGY BULLETIN,1062-3590,1608-3059,,,,,
BIOLOGY OPEN,2046-6390,2046-6390,,,,,
BIOLOGY AND FERTILITY OF SOILS,0178-2762,1432-0789,,,,,
BIRD BEHAVIOR,,,,,,,
BOTANICA LITHUANICA,,,,,,,
BRAZILIAN JOURNAL OF GEOLOGY,2317-4889,2317-4692,,,,,
BRUNONIA,,,,,,,
BRYOPHYTE DIVERSITY AND EVOLUTION,,,,,,,
BULLETIN D'HISTOIRE POLITIQUE,,,,,,,
BULLETIN DE LA SOCIÉTÉ BOTANIQUE DE FRANCE,,,,,,,
BULLETIN DU JARDIN BOTANIQUE NATIONAL DE BELGIQUE / BULLETIN VAN DE NATIONAL PLANTENTUIN VAN BELGIË,,,,,,,
BULLETIN OF MATHEMATICAL BIOLOGY,0092-8240,1522-9602,,,,,
